matchType,matchId,date,tournamentId,tournamentName,tournamentCategory,surface,tournamentCountry,roundName,draw,result,resultStatusDesc,winnerId,winnerEntry,winnerSeed,winnerName,winnerCountry,loserId,loserEntry,loserSeed,loserName,loserCountry
GS,1020002631,1984-11-26,1020000074,Australian Open,GS,Grass,Australia,,M,6-2 3-6 6-3,,800177047,DA,,Marcella Mesker,NED,800176405,DA,,Adriana Villagran-Reami,ARG
GS,1020003009,1989-01-16,1020000078,Australian Open,GS,Hard,Australia,,M,6-0 6-1,,800178604,DA,3,Gabriela Sabatini,ARG,800179063,DA,,Cecilia Dahlman,SWE
GS,1020003065,1989-01-16,1020000078,Australian Open,GS,Hard,Australia,,M,3-6 6-1 6-2,,800178604,DA,3,Gabriela Sabatini,ARG,800179923,DA,,Conchita Martinez,ESP
GS,1020003093,1989-01-16,1020000078,Australian Open,GS,Hard,Australia,,M,6-0 6-0,,800178604,DA,3,Gabriela Sabatini,ARG,800177794,DA,,Camille Benjamin,USA
GS,1020003107,1989-01-16,1020000078,Australian Open,GS,Hard,Australia,,M,6-0 4-6 6-1,,800178604,DA,3,Gabriela Sabatini,ARG,800177898,DA,13,Raffaella Reggi-Concato,ITA
GS,1020003114,1989-01-16,1020000078,Australian Open,GS,Hard,Australia,,M,6-4 2-6 6-4,,800178604,DA,3,Gabriela Sabatini,ARG,800177513,DA,6,Zina Garrison,USA
GS,1020003117,1989-01-16,1020000078,Australian Open,GS,Hard,Australia,,M,6-3 6-0,,800178014,DA,1,Steffi Graf,FRG,800178604,DA,3,Gabriela Sabatini,ARG
GS,1020003183,1990-01-15,1020000079,Australian Open,GS,Hard,Australia,,M,7-5 6-1,,800178604,DA,2,Gabriela Sabatini,ARG,800179264,DA,,Amy Frazier,USA
GS,1020003215,1990-01-15,1020000079,Australian Open,GS,Hard,Australia,,M,6-1 6-1,,800178604,DA,2,Gabriela Sabatini,ARG,800178965,DA,,Manon Bollegraf,NED
GS,1020059327,1990-01-15,1020000079,Australian Open,GS,Hard,Australia,,M,2-6 0-1 ret.,Retired,800178784,DA,,Claudia Porwik,GER,800178604,DA,2,Gabriela Sabatini,ARG
GS,1020061198,1991-01-07,1020000080,Australian Open,GS,Hard,Australia,,Q,6-3 6-4,,800179747,DA,,Jill Smoller,USA,800178967,DA,,Gabriela Mosca,ARG
GS,1020003251,1991-01-14,1020000080,Australian Open,GS,Hard,Australia,,M,6-2 7-6(5),,800180934,DA,,Karina Habsudova,TCH,800179585,DA,,Cristina Tessi,ARG
GS,1020003263,1991-01-14,1020000080,Australian Open,GS,Hard,Australia,,M,6-3 6-1,,800178604,DA,4,Gabriela Sabatini,ARG,800180300,DA,,Linda Wild,USA
GS,1020003287,1991-01-14,1020000080,Australian Open,GS,Hard,Australia,,M,6-0 6-1,,800179538,DA,16,Sabine Appelmans,BEL,800178275,DA,,Mercedes Paz,ARG
GS,1020003288,1991-01-14,1020000080,Australian Open,GS,Hard,Australia,,M,6-4 6-0,,800178895,DA,,Patricia Tarabini,ARG,800179017,DA,,Maria Strandlund-Tomsvik,SWE
GS,1020003319,1991-01-14,1020000080,Australian Open,GS,Hard,Australia,,M,6-1 6-1,,800178604,DA,4,Gabriela Sabatini,ARG,800179614,Q,,Maria Ekstrand,SWE
GS,1020003331,1991-01-14,1020000080,Australian Open,GS,Hard,Australia,,M,7-5 6-1,,800179538,DA,16,Sabine Appelmans,BEL,800178895,DA,,Patricia Tarabini,ARG
GS,1020003347,1991-01-14,1020000080,Australian Open,GS,Hard,Australia,,M,6-1 6-1,,800178604,DA,4,Gabriela Sabatini,ARG,800179941,DA,,Andrea Strnadova,TCH
GS,1020003361,1991-01-14,1020000080,Australian Open,GS,Hard,Australia,,M,6-3 6-1,,800178604,DA,4,Gabriela Sabatini,ARG,800179733,DA,,Rachel McQuillan,AUS
GS,1020003368,1991-01-14,1020000080,Australian Open,GS,Hard,Australia,,M,6-1 6-3,,800179018,DA,6,Arantxa Sanchez Vicario,ESP,800178604,DA,4,Gabriela Sabatini,ARG
GS,1020003375,1992-01-13,1020000081,Australian Open,GS,Hard,Australia,,M,6-2 6-4,,800179983,DA,,Kimiko Date,JPN,800178275,DA,,Mercedes Paz,ARG
GS,1020003377,1992-01-13,1020000081,Australian Open,GS,Hard,Australia,,M,6-3 7-5,,800296946,DA,,Yayuk Basuki,INA,800178895,DA,,Patricia Tarabini,ARG
GS,1020003396,1992-01-13,1020000081,Australian Open,GS,Hard,Australia,,M,7-5 6-1,,800176469,DA,,Jo Durie,GBR,800179272,DA,,Florencia Labat,ARG
GS,1020003408,1992-01-13,1020000081,Australian Open,GS,Hard,Australia,,M,4-6 6-4 6-3,,800180495,DA,,Ines Gorrochategui,ARG,800180659,DA,,Marion Maruska,AUT
GS,1020003421,1992-01-13,1020000081,Australian Open,GS,Hard,Australia,,M,6-2 6-0,,800178604,DA,3,Gabriela Sabatini,ARG,800179071,DA,,Julie Halard-Decugis,FRA
GS,1020003428,1992-01-13,1020000081,Australian Open,GS,Hard,Australia,,M,6-4 6-1,,800178792,DA,,Alexia Dechaume-Balleret,FRA,800178824,DA,,Bettina Fulco,ARG
GS,1020003429,1992-01-13,1020000081,Australian Open,GS,Hard,Australia,,M,6-4 6-3,,800177930,DA,14,Judith Wiesner,AUT,800179585,DA,,Cristina Tessi,ARG
GS,1020003455,1992-01-13,1020000081,Australian Open,GS,Hard,Australia,,M,6-1 7-5,,800179204,DA,,Katrina Adams,USA,800180495,DA,,Ines Gorrochategui,ARG
GS,1020003461,1992-01-13,1020000081,Australian Open,GS,Hard,Australia,,M,6-1 6-1,,800178604,DA,3,Gabriela Sabatini,ARG,800177145,DA,,Patricia Hy-Boulais,CAN
GS,1020003481,1992-01-13,1020000081,Australian Open,GS,Hard,Australia,,M,6-1 6-0,,800178604,DA,3,Gabriela Sabatini,ARG,800177932,WC,,Jenny Byrne,AUS
GS,1020003491,1992-01-13,1020000081,Australian Open,GS,Hard,Australia,,M,6-1 7-5,,800178604,DA,3,Gabriela Sabatini,ARG,800178266,DA,10,Katerina Maleeva,BUL
GS,1020003495,1992-01-13,1020000081,Australian Open,GS,Hard,Australia,,M,6-4 7-6(1),,800178604,DA,3,Gabriela Sabatini,ARG,800180506,DA,5,Jennifer Capriati,USA
GS,1020003498,1992-01-13,1020000081,Australian Open,GS,Hard,Australia,,M,6-1 6-4,,800178703,DA,7,Mary Joe Fernandez,USA,800178604,DA,3,Gabriela Sabatini,ARG
GS,1020003516,1993-01-18,1020000082,Australian Open,GS,Hard,Australia,,M,6-1 7-5,,800178604,DA,3,Gabriela Sabatini,ARG,800180938,DA,,Chanda Rubin,USA
GS,1020003528,1993-01-18,1020000082,Australian Open,GS,Hard,Australia,,M,6-0 6-1,,800179201,DA,,Nicole Arendt,USA,800178895,DA,,Patricia Tarabini,ARG
GS,1020003543,1993-01-18,1020000082,Australian Open,GS,Hard,Australia,,M,3-6 7-6(4) 6-2,,800180495,DA,,Ines Gorrochategui,ARG,800179756,DA,,Rennae Stubbs,AUS
GS,1020003549,1993-01-18,1020000082,Australian Open,GS,Hard,Australia,,M,6-3 6-1,,800179272,DA,,Florencia Labat,ARG,800179941,DA,,Andrea Strnadova,CZE
GS,1020003554,1993-01-18,1020000082,Australian Open,GS,Hard,Australia,,M,6-2 6-0,,800180445,DA,,Dominique Monami,BEL,800178824,DA,,Bettina Fulco,ARG
GS,1020003572,1993-01-18,1020000082,Australian Open,GS,Hard,Australia,,M,6-0 6-1,,800178604,DA,3,Gabriela Sabatini,ARG,800180752,DA,,Natalia Baudone-Furlan,ITA
GS,1020003585,1993-01-18,1020000082,Australian Open,GS,Hard,Australia,,M,6-1 7-5,,800180495,DA,,Ines Gorrochategui,ARG,800177458,DA,,Andrea Temesvari,HUN
GS,1020003588,1993-01-18,1020000082,Australian Open,GS,Hard,Australia,,M,6-7(8) 7-5 6-2,,800180506,DA,7,Jennifer Capriati,USA,800179272,DA,,Florencia Labat,ARG
GS,1020003600,1993-01-18,1020000082,Australian Open,GS,Hard,Australia,,M,6-1 6-3,,800178604,DA,3,Gabriela Sabatini,ARG,800179696,DA,,Kimberly Po-Messerli,USA
GS,1020003606,1993-01-18,1020000082,Australian Open,GS,Hard,Australia,,M,6-2 7-5,,800180502,DA,11,Anke Huber,GER,800180495,DA,,Ines Gorrochategui,ARG
GS,1020003614,1993-01-18,1020000082,Australian Open,GS,Hard,Australia,,M,7-5 6-3,,800178604,DA,3,Gabriela Sabatini,ARG,800178747,DA,,Nicole Bradtke,AUS
GS,1020003621,1993-01-18,1020000082,Australian Open,GS,Hard,Australia,,M,4-6 7-6(12) 6-0,,800178604,DA,3,Gabriela Sabatini,ARG,800180307,DA,10,Mary Pierce,FRA
GS,1020003624,1993-01-18,1020000082,Australian Open,GS,Hard,Australia,,M,6-1 6-2,,800179823,DA,1,Monica Seles,YUG,800178604,DA,3,Gabriela Sabatini,ARG
GS,1020061374,1994-01-10,1020000083,Australian Open,GS,Hard,Australia,,Q,6-1 6-1,,800178275,DA,,Mercedes Paz,ARG,800178746,DA,,Tracey Morton-Rodgers,AUS
GS,1020061401,1994-01-10,1020000083,Australian Open,GS,Hard,Australia,,Q,6-1 3-6 6-2,,800178275,DA,,Mercedes Paz,ARG,800179504,DA,,Nana Smith,JPN
GS,1020061415,1994-01-10,1020000083,Australian Open,GS,Hard,Australia,,Q,4-6 7-6(3) 7-5,,800180937,DA,,Tina Krizan,SLO,800178275,DA,,Mercedes Paz,ARG
GS,1020003641,1994-01-17,1020000083,Australian Open,GS,Hard,Australia,,M,6-4 6-3,,800180495,DA,,Ines Gorrochategui,ARG,800180204,WC,,Kristin Godridge,AUS
GS,1020003669,1994-01-17,1020000083,Australian Open,GS,Hard,Australia,,M,6-3 6-1,,800179272,DA,,Florencia Labat,ARG,800181073,DA,,Virginia Ruano Pascual,ESP
GS,1020003671,1994-01-17,1020000083,Australian Open,GS,Hard,Australia,,M,6-3 6-2,,800179203,DA,,Tami Whitlinger-Jones,USA,800181053,DA,,Maria-Jose Gaidano,ARG
GS,1020003674,1994-01-17,1020000083,Australian Open,GS,Hard,Australia,,M,7-6(3) 6-3,,800178604,DA,4,Gabriela Sabatini,ARG,800181163,DA,,Stephanie Rottier,NED
GS,1020003677,1994-01-17,1020000083,Australian Open,GS,Hard,Australia,,M,6-4 7-6(6),,800178895,DA,,Patricia Tarabini,ARG,800180027,DA,,Angelica Gavaldon,MEX
GS,1020003698,1994-01-17,1020000083,Australian Open,GS,Hard,Australia,,M,6-3 2-6 9-7,,800178703,DA,6,Mary Joe Fernandez,USA,800180495,DA,,Ines Gorrochategui,ARG
GS,1020003712,1994-01-17,1020000083,Australian Open,GS,Hard,Australia,,M,6-2 6-3,,800179538,DA,,Sabine Appelmans,BEL,800179272,DA,,Florencia Labat,ARG
GS,1020003714,1994-01-17,1020000083,Australian Open,GS,Hard,Australia,,M,6-1 3-6 7-5,,800178604,DA,4,Gabriela Sabatini,ARG,800179536,DA,,Natalia Medvedeva,UKR
GS,1020003716,1994-01-17,1020000083,Australian Open,GS,Hard,Australia,,M,6-2 7-6(2),,800186393,DA,,Romana Tedjakusuma,INA,800178895,DA,,Patricia Tarabini,ARG
GS,1020003734,1994-01-17,1020000083,Australian Open,GS,Hard,Australia,,M,6-2 6-1,,800178604,DA,4,Gabriela Sabatini,ARG,800178262,DA,,Linda Ferrando,ITA
GS,1020003744,1994-01-17,1020000083,Australian Open,GS,Hard,Australia,,M,6-3 6-3,,800178604,DA,4,Gabriela Sabatini,ARG,800180307,DA,9,Mary Pierce,FRA
GS,1020003749,1994-01-17,1020000083,Australian Open,GS,Hard,Australia,,M,6-3 6-4,,800178604,DA,4,Gabriela Sabatini,ARG,800179034,DA,5,Jana Novotna,CZE
GS,1020003752,1994-01-17,1020000083,Australian Open,GS,Hard,Australia,,M,6-1 6-2,,800179018,DA,2,Arantxa Sanchez Vicario,ESP,800178604,DA,4,Gabriela Sabatini,ARG
GS,1020061428,1995-01-09,1020000084,Australian Open,GS,Hard,Australia,,Q,6-1 6-7(6) 6-2,,800178275,DA,6,Mercedes Paz,ARG,800182350,DA,,Sonya Jeyaseelan,CAN
GS,1020061456,1995-01-09,1020000084,Australian Open,GS,Hard,Australia,,Q,6-4 6-1,,800178275,DA,6,Mercedes Paz,ARG,800180773,DA,,Maria-Alejandra Vento-Kabchi,VEN
GS,1020061470,1995-01-09,1020000084,Australian Open,GS,Hard,Australia,,Q,7-6(2) 1-6 6-4,,800181993,DA,,Katerina Kroupova,CZE,800178275,DA,6,Mercedes Paz,ARG
GS,1020003785,1995-01-16,1020000084,Australian Open,GS,Hard,Australia,,M,6-4 6-4,,800178126,DA,,Marianne Werdel-Witmeyer,USA,800178604,DA,5,Gabriela Sabatini,ARG
GS,1020003798,1995-01-16,1020000084,Australian Open,GS,Hard,Australia,,M,6-0 6-1,,800178895,DA,,Patricia Tarabini,ARG,800180216,WC,,Nicole Pratt,AUS
GS,1020003799,1995-01-16,1020000084,Australian Open,GS,Hard,Australia,,M,6-3 7-6(5),,800183072,Q,,Dally Randriantefy,MAD,800179272,DA,,Florencia Labat,ARG
GS,1020003808,1995-01-16,1020000084,Australian Open,GS,Hard,Australia,,M,6-1 6-3,,800178824,DA,,Bettina Fulco,ARG,800179535,DA,,Noelle Van Lottum,FRA
GS,1020003811,1995-01-16,1020000084,Australian Open,GS,Hard,Australia,,M,7-5 2-6 6-4,,800180398,DA,,Eugenia Maniokova,URS,800178275,LL,,Mercedes Paz,ARG
GS,1020003840,1995-01-16,1020000084,Australian Open,GS,Hard,Australia,,M,6-2 6-0,,800183072,Q,,Dally Randriantefy,MAD,800178895,DA,,Patricia Tarabini,ARG
GS,1020003845,1995-01-16,1020000084,Australian Open,GS,Hard,Australia,,M,6-1 6-4,,800179251,DA,12,Brenda Schultz-McCarthy,NED,800178824,DA,,Bettina Fulco,ARG
GS,1020061505,1996-01-08,1020000085,Australian Open,GS,Hard,Australia,,Q,7-5 6-2,,800178773,DA,14,Laura Golarsa,ITA,800178275,DA,,Mercedes Paz,ARG
GS,1020003912,1996-01-15,1020000085,Australian Open,GS,Hard,Australia,,M,6-0 6-1,,800178604,DA,6,Gabriela Sabatini,ARG,800179231,DA,,Shaun Stafford,USA
GS,1020003924,1996-01-15,1020000085,Australian Open,GS,Hard,Australia,,M,3-6 6-3 6-2,,800179498,Q,,Rika Hiraki,JPN,800181053,DA,,Maria-Jose Gaidano,ARG
GS,1020003943,1996-01-15,1020000085,Australian Open,GS,Hard,Australia,,M,6-2 6-2,,800179272,DA,,Florencia Labat,ARG,800182298,DA,,Jing-Qian Yi,CHN
GS,1020003960,1996-01-15,1020000085,Australian Open,GS,Hard,Australia,,M,6-4 6-3,,800178604,DA,6,Gabriela Sabatini,ARG,800180934,DA,,Karina Habsudova,SVK
GS,1020003976,1996-01-15,1020000085,Australian Open,GS,Hard,Australia,,M,6-2 6-4,,800179923,DA,2,Conchita Martinez,ESP,800179272,DA,,Florencia Labat,ARG
GS,1020003984,1996-01-15,1020000085,Australian Open,GS,Hard,Australia,,M,6-1 6-2,,800178604,DA,6,Gabriela Sabatini,ARG,800178828,DA,,Karin Kschwendt,GER
GS,1020003996,1996-01-15,1020000085,Australian Open,GS,Hard,Australia,,M,6-2 6-4,,800180938,DA,13,Chanda Rubin,USA,800178604,DA,6,Gabriela Sabatini,ARG
GS,1020061552,1997-01-06,1020000086,Australian Open,GS,Hard,Australia,,Q,6-3 7-5,,800184570,DA,15,Mariana Diaz-Oliva,ARG,800192151,DA,,Marlene Weingartner,GER
GS,1020061557,1997-01-06,1020000086,Australian Open,GS,Hard,Australia,,Q,6-4 6-2,,800178785,DA,,Silke Meier,GER,800178275,DA,8,Mercedes Paz,ARG
GS,1020061559,1997-01-06,1020000086,Australian Open,GS,Hard,Australia,,Q,6-3 5-7 6-1,,800181053,DA,,Maria-Jose Gaidano,ARG,800179881,DA,,Denisa Krajcovicova,SVK
GS,1020061574,1997-01-06,1020000086,Australian Open,GS,Hard,Australia,,Q,6-3 6-3,,800184570,DA,15,Mariana Diaz-Oliva,ARG,800189681,DA,,Jane Chi,USA
GS,1020061578,1997-01-06,1020000086,Australian Open,GS,Hard,Australia,,Q,3-6 6-2 6-2,,800180043,DA,,Rene Collins,CAN,800181053,DA,,Maria-Jose Gaidano,ARG
GS,1020061585,1997-01-06,1020000086,Australian Open,GS,Hard,Australia,,Q,6-7(5) 7-5 6-3,,800185975,DA,5,Miho Saeki,JPN,800184570,DA,15,Mariana Diaz-Oliva,ARG
GS,1020004010,1997-01-13,1020000086,Australian Open,GS,Hard,Australia,,M,6-2 6-1,,800180495,DA,,Ines Gorrochategui,ARG,800190738,WC,,Bryanne Stewart,AUS
GS,1020004042,1997-01-13,1020000086,Australian Open,GS,Hard,Australia,,M,7-6(9) 6-3,,800183201,DA,,Paola Suarez,ARG,800178828,DA,,Karin Kschwendt,AUT
GS,1020004060,1997-01-13,1020000086,Australian Open,GS,Hard,Australia,,M,7-5 4-6 6-2,,800179272,DA,,Florencia Labat,ARG,800182276,DA,,Anne Kremer,LUX
GS,1020004069,1997-01-13,1020000086,Australian Open,GS,Hard,Australia,,M,6-0 6-3,,800180445,DA,,Dominique Monami,BEL,800178824,DA,,Bettina Fulco,ARG
GS,1020004073,1997-01-13,1020000086,Australian Open,GS,Hard,Australia,,M,7-5 7-6(3),,800180495,DA,,Ines Gorrochategui,ARG,800177524,DA,,Gigi Fernandez,USA
GS,1020004089,1997-01-13,1020000086,Australian Open,GS,Hard,Australia,,M,6-4 6-1,,800179884,DA,,Silvia Farina Elia,ITA,800183201,DA,,Paola Suarez,ARG
GS,1020004098,1997-01-13,1020000086,Australian Open,GS,Hard,Australia,,M,6-3 6-2,,800184104,DA,,Henrieta Nagyova,SVK,800179272,DA,,Florencia Labat,ARG
GS,1020004104,1997-01-13,1020000086,Australian Open,GS,Hard,Australia,,M,7-5 6-3,,800178014,DA,1,Steffi Graf,GER,800180495,DA,,Ines Gorrochategui,ARG
GS,1020004172,1998-01-19,1020000087,Australian Open,GS,Hard,Australia,,M,6-4 6-1,,800183192,DA,,Barbara Schett,AUT,800184570,DA,,Mariana Diaz-Oliva,ARG
GS,1020004187,1998-01-19,1020000087,Australian Open,GS,Hard,Australia,,M,6-1 4-6 6-4,,800179692,DA,,Shi-Ting Wang,TPE,800180495,DA,,Ines Gorrochategui,ARG
GS,1020004193,1998-01-19,1020000087,Australian Open,GS,Hard,Australia,,M,2-6 6-3 6-4,,800179272,DA,,Florencia Labat,ARG,800180094,DA,,Kerry-Anne Guse,AUS
GS,1020004195,1998-01-19,1020000087,Australian Open,GS,Hard,Australia,,M,6-3 7-5,,800183201,DA,,Paola Suarez,ARG,800184684,WC,,Trudi Musgrave,AUS
GS,1020004228,1998-01-19,1020000087,Australian Open,GS,Hard,Australia,,M,6-4 5-7 6-4,,800179272,DA,,Florencia Labat,ARG,800182469,DA,,Asa Svensson,SWE
GS,1020004229,1998-01-19,1020000087,Australian Open,GS,Hard,Australia,,M,6-3 6-2,,800482349,DA,,Flora Perfetti,ITA,800183201,DA,,Paola Suarez,ARG
GS,1020004245,1998-01-19,1020000087,Australian Open,GS,Hard,Australia,,M,6-2 7-5,,800182274,DA,15,Ruxandra Dragomir-Ilie,ROU,800179272,DA,,Florencia Labat,ARG
GS,1020004263,1999-01-18,1020000088,Australian Open,GS,Hard,Australia,,M,3-6 6-2 6-1,,800179272,DA,,Florencia Labat,ARG,800296946,DA,,Yayuk Basuki,INA
GS,1020004296,1999-01-18,1020000088,Australian Open,GS,Hard,Australia,,M,6-1 6-2,,800182741,DA,,Adriana Serra Zanetti,ITA,800184570,DA,,Mariana Diaz-Oliva,ARG
GS,1020004302,1999-01-18,1020000088,Australian Open,GS,Hard,Australia,,M,6-0 6-3,,800178014,DA,10,Steffi Graf,GER,800183201,DA,,Paola Suarez,ARG
GS,1020004326,1999-01-18,1020000088,Australian Open,GS,Hard,Australia,,M,6-2 6-1,,800182335,DA,1,Lindsay Davenport,USA,800179272,DA,,Florencia Labat,ARG
GS,1020060754,2000-01-10,1020000017,Australian Open,GS,Hard,Australia,,Q,6-4 6-1,,800179272,DA,3,Florencia Labat,ARG,800184014,DA,,Surina De Beer,RSA
GS,1020060798,2000-01-10,1020000017,Australian Open,GS,Hard,Australia,,Q,7-5 6-3,,800179272,DA,3,Florencia Labat,ARG,800206451,DA,,Daniela Hantuchova,SVK
GS,1020060820,2000-01-10,1020000017,Australian Open,GS,Hard,Australia,,Q,7-5 6-1,,800179272,DA,3,Florencia Labat,ARG,800199362,DA,22,Louise Latimer,GBR
GS,1020000513,2000-01-17,1020000017,Australian Open,GS,Hard,Australia,,M,6-2 6-3,,800179272,Q,,Florencia Labat,ARG,800188443,DA,,Ludmila Cervanova,SVK
GS,1020000528,2000-01-17,1020000017,Australian Open,GS,Hard,Australia,,M,6-3 6-7(3) 6-4,,800676061,DA,,Jelena Kostanic,CRO,800184570,DA,,Mariana Diaz-Oliva,ARG
GS,1020000554,2000-01-17,1020000017,Australian Open,GS,Hard,Australia,,M,6-0 3-6 8-6,,800196260,DA,,Elena Dementieva,RUS,800183201,DA,,Paola Suarez,ARG
GS,1020000571,2000-01-17,1020000017,Australian Open,GS,Hard,Australia,,M,7-6(3) 7-5,,800179272,Q,,Florencia Labat,ARG,800192941,DA,,Magui Serna,ESP
GS,1020000600,2000-01-17,1020000017,Australian Open,GS,Hard,Australia,,M,6-1 6-3,,800183192,DA,6,Barbara Schett,AUT,800179272,Q,,Florencia Labat,ARG
GS,1100080563,2001-01-08,1100000808,Australian Open,GS,Hard,Australia,,Q,7-5 6-4,,800210179,DA,,Maria-Emilia Salerni,ARG,800181657,DA,11,Sandra Cacic,USA
GS,1100081483,2001-01-08,1100000808,Australian Open,GS,Hard,Australia,,Q,2-6 6-3 6-4,,800191127,DA,,Laurence Andretto,FRA,800210179,DA,,Maria-Emilia Salerni,ARG
GS,1100081706,2001-01-15,1100000808,Australian Open,GS,Hard,Australia,,M,6-2 6-1,,800183201,DA,,Paola Suarez,ARG,800191222,DA,,Nathalie Dechy,FRA
GS,1100081708,2001-01-15,1100000808,Australian Open,GS,Hard,Australia,,M,6-4 5-7 6-4,,800184570,DA,,Mariana Diaz-Oliva,ARG,800196512,DA,,Adriana Gersi,CZE
GS,1100082428,2001-01-15,1100000808,Australian Open,GS,Hard,Australia,,M,6-3 6-0,,800183201,DA,,Paola Suarez,ARG,800182010,DA,,Rosana de Los Rios,PAR
GS,1100082429,2001-01-15,1100000808,Australian Open,GS,Hard,Australia,,M,6-2 6-2,,800180307,DA,7,Mary Pierce,FRA,800184570,DA,,Mariana Diaz-Oliva,ARG
GS,1100082693,2001-01-15,1100000808,Australian Open,GS,Hard,Australia,,M,6-3 6-2,,800183201,DA,,Paola Suarez,ARG,800180307,DA,7,Mary Pierce,FRA
GS,1100083104,2001-01-15,1100000808,Australian Open,GS,Hard,Australia,,M,6-1 6-4,,800179544,DA,10,Amanda Coetzer,RSA,800183201,DA,,Paola Suarez,ARG
GS,1100231264,2002-01-07,1100003526,Australian Open,GS,Hard,Australia,,Q,6-0 6-4,,800197611,DA,,Angelika Roesch,GER,800202798,DA,,Vanessa Krauth,ARG
GS,1100231270,2002-01-07,1100003526,Australian Open,GS,Hard,Australia,,Q,6-2 6-1,,800210179,DA,6,Maria-Emilia Salerni,ARG,800179720,DA,,Erika De Lone,USA
GS,1100231294,2002-01-07,1100003526,Australian Open,GS,Hard,Australia,,Q,6-4 5-7 6-2,,800209145,DA,12,Clarisa Fernandez,ARG,800195826,DA,,Angelika Bachmann,GER
GS,1100231295,2002-01-07,1100003526,Australian Open,GS,Hard,Australia,,Q,7-5 6-1,,800185975,DA,,Miho Saeki,JPN,800214092,DA,,Gisela Dulko,ARG
GS,1100231324,2002-01-07,1100003526,Australian Open,GS,Hard,Australia,,Q,6-3 6-2,,800210179,DA,6,Maria-Emilia Salerni,ARG,800185361,DA,,Kyra Nagy,HUN
GS,1100231336,2002-01-07,1100003526,Australian Open,GS,Hard,Australia,,Q,6-4 7-6(2),,800209145,DA,12,Clarisa Fernandez,ARG,800185975,DA,,Miho Saeki,JPN
GS,1100231371,2002-01-07,1100003526,Australian Open,GS,Hard,Australia,,Q,6-7(5) 7-6(2) 6-3,,800210179,DA,6,Maria-Emilia Salerni,ARG,800196910,DA,21,Marie-Eve Pelletier,CAN
GS,1100231377,2002-01-07,1100003526,Australian Open,GS,Hard,Australia,,Q,6-2 7-5,,800209145,DA,12,Clarisa Fernandez,ARG,800205784,DA,20,Tatiana Perebiynis,UKR
GS,1100231468,2002-01-14,1100003526,Australian Open,GS,Hard,Australia,,M,7-6(4) 6-4,,800180993,DA,20,Rita Grande,ITA,800209145,Q,,Clarisa Fernandez,ARG
GS,1100231471,2002-01-14,1100003526,Australian Open,GS,Hard,Australia,,M,6-3 6-4,,800196124,DA,16,Iroda Tulyaganova,UZB,800210179,Q,,Maria-Emilia Salerni,ARG
GS,1100231492,2002-01-14,1100003526,Australian Open,GS,Hard,Australia,,M,6-3 6-4,,800210294,DA,,Martina Muller,GER,800183201,DA,27,Paola Suarez,ARG
GS,1100231499,2002-01-14,1100003526,Australian Open,GS,Hard,Australia,,M,7-5 6-4,,800184570,DA,,Mariana Diaz-Oliva,ARG,800183191,DA,26,Cristina Torrens Valero,ESP
GS,1100233126,2002-01-14,1100003526,Australian Open,GS,Hard,Australia,,M,6-1 7-5,,800198298,DA,,Martina Sucha,SVK,800184570,DA,,Mariana Diaz-Oliva,ARG
GS,1100378563,2003-01-06,1100005347,Australian Open,GS,Hard,Australia,,Q,6-2 6-3,,800200529,DA,,Nadejda Ostrovskaya,BLR,800201389,DA,,Natalia Gussoni,ARG
GS,1100378573,2003-01-06,1100005347,Australian Open,GS,Hard,Australia,,Q,6-2 6-1,,800210179,DA,14,Maria-Emilia Salerni,ARG,800732722,DA,,Zuzana Feltsan Kucova,SVK
GS,1100378909,2003-01-06,1100005347,Australian Open,GS,Hard,Australia,,Q,7-5 6-0,,800210179,DA,14,Maria-Emilia Salerni,ARG,800183693,DA,,Kristina Brandi,USA
GS,1100379181,2003-01-06,1100005347,Australian Open,GS,Hard,Australia,,Q,6-3 7-5,,800210179,DA,14,Maria-Emilia Salerni,ARG,800185494,DA,11,Saori Obata,JPN
GS,1100379253,2003-01-13,1100005347,Australian Open,GS,Hard,Australia,,M,7-6(2) 6-2,,800188443,DA,,Ludmila Cervanova,SVK,800184570,DA,,Mariana Diaz-Oliva,ARG
GS,1100379268,2003-01-13,1100005347,Australian Open,GS,Hard,Australia,,M,6-1 7-5,,800209145,DA,28,Clarisa Fernandez,ARG,800212268,WC,,Adriana Szili,AUS
GS,1100379284,2003-01-13,1100005347,Australian Open,GS,Hard,Australia,,M,6-3 6-0,,800183205,DA,30,Janette Husarova,SVK,800210179,Q,,Maria-Emilia Salerni,ARG
GS,1100379299,2003-01-13,1100005347,Australian Open,GS,Hard,Australia,,M,6-4 6-3,,800183201,DA,23,Paola Suarez,ARG,800183072,DA,,Dally Randriantefy,MAD
GS,1100380245,2003-01-13,1100005347,Australian Open,GS,Hard,Australia,,M,6-3 6-4,,800209145,DA,28,Clarisa Fernandez,ARG,800192941,DA,,Magui Serna,ESP
GS,1100380260,2003-01-13,1100005347,Australian Open,GS,Hard,Australia,,M,6-0 3-0 ret.,Retired,800183201,DA,23,Paola Suarez,ARG,800186113,DA,,Tathiana Garbin,ITA
GS,1100380600,2003-01-13,1100005347,Australian Open,GS,Hard,Australia,,M,6-3 3-6 6-3,,800186388,DA,8,Anastasia Myskina,RUS,800209145,DA,28,Clarisa Fernandez,ARG
