matchId;date;tournamentId;tournamentName;tournamentCategory;surface;tournamentCountry;roundId;roundDesc;draw;result;resultStatusDesc;winnerId;winnerEntry;winnerSeed;winnerName;winnerCountry;loserId;loserEntry;loserSeed;loserName;loserCountry
1020175138;27/12/1999;1020002449;$10,000 Chandigarh;W10;Grass;India;1;1st Round;Q;6-0 6-0;;800195636;DA;;Isha Chopra;IND;800215929;DA;;Padma-Preetham Mahalingam;IND
1020175140;27/12/1999;1020002449;$10,000 Chandigarh;W10;Grass;India;1;1st Round;Q;6-2 6-1;;800215096;DA;;Sadvika Saboo;IND;800219560;DA;;Nishtha Yadav;IND
1020175151;27/12/1999;1020002449;$10,000 Chandigarh;W10;Grass;India;2;2nd Round;Q;6-0 6-0;;800200004;DA;;Vishika Chhetri;IND;800214160;DA;1;Tarminder Grover;IND
1020175152;27/12/1999;1020002449;$10,000 Chandigarh;W10;Grass;India;2;2nd Round;Q;6-0 6-0;;800195636;DA;;Isha Chopra;IND;800199902;DA;;Sricharanya Thiagarajan;IND
1020175153;27/12/1999;1020002449;$10,000 Chandigarh;W10;Grass;India;2;2nd Round;Q;6-4 6-1;;800212812;DA;2;Ayako Suzuki;JPN;800215096;DA;;Sadvika Saboo;IND
1020175154;27/12/1999;1020002449;$10,000 Chandigarh;W10;Grass;India;2;2nd Round;Q;6-2 6-1;;800214699;DA;;Nandita Chandrasekar;IND;800210123;DA;;Monika Goel;IND
1020175155;27/12/1999;1020002449;$10,000 Chandigarh;W10;Grass;India;2;2nd Round;Q;6-3 6-2;;800216920;DA;3;Anna Anikanova;UKR;800219558;DA;;Anita Gupta;IND
1020175156;27/12/1999;1020002449;$10,000 Chandigarh;W10;Grass;India;2;2nd Round;Q;5-7 6-2 7-5;;800210128;DA;;Neetu B Batra;IND;800105400;DA;;Ridhi Sharma;IND
1020175157;27/12/1999;1020002449;$10,000 Chandigarh;W10;Grass;India;2;2nd Round;Q;6-0 6-1;;800209754;DA;4;Stutti Smit;IND;800219559;DA;;Pragya Yadav;IND
1020175158;27/12/1999;1020002449;$10,000 Chandigarh;W10;Grass;India;2;2nd Round;Q;2-6 6-3 7-6;;800214704;DA;;Yamini Thukkaiandi;IND;800199310;DA;;Vishnu-Preetham Mahalingam;IND
1020175159;27/12/1999;1020002449;$10,000 Chandigarh;W10;Grass;India;3;Quarter-finals;Q;6-1 6-2;;800195636;DA;;Isha Chopra;IND;800200004;DA;;Vishika Chhetri;IND
1020175160;27/12/1999;1020002449;$10,000 Chandigarh;W10;Grass;India;3;Quarter-finals;Q;6-2 6-1;;800212812;DA;2;Ayako Suzuki;JPN;800214699;DA;;Nandita Chandrasekar;IND
1020175161;27/12/1999;1020002449;$10,000 Chandigarh;W10;Grass;India;3;Quarter-finals;Q;6-0 6-0;;800216920;DA;3;Anna Anikanova;UKR;800210128;DA;;Neetu B Batra;IND
1020175162;27/12/1999;1020002449;$10,000 Chandigarh;W10;Grass;India;3;Quarter-finals;Q;6-3 6-1;;800214704;DA;;Yamini Thukkaiandi;IND;800209754;DA;4;Stutti Smit;IND
1020147866;27/12/1999;1020002449;$10,000 Chandigarh;W10;Grass;India;1;1st Round;M;6-1 6-4;;800188077;DA;1;Katarina Misic;YUG;800199740;DA;;Catherine Turinsky;GER
1020147867;27/12/1999;1020002449;$10,000 Chandigarh;W10;Grass;India;1;1st Round;M;6-1 3-6 6-3;;800200004;LL;;Vishika Chhetri;IND;800205233;DA;;Nikita Bhardwaj;IND
1020147868;27/12/1999;1020002449;$10,000 Chandigarh;W10;Grass;India;1;1st Round;M;6-1 6-0;;800203164;DA;;Urska Vesenjak;SLO;800639629;DA;;Arthi Venkataraman;IND
1020147871;27/12/1999;1020002449;$10,000 Chandigarh;W10;Grass;India;1;1st Round;M;6-3 6-1;;800184953;DA;4;Rushmi Chakravarthi;IND;800216920;Q;;Anna Anikanova;UKR
1020147872;27/12/1999;1020002449;$10,000 Chandigarh;W10;Grass;India;1;1st Round;M;6-4 6-0;;800208185;DA;;Radhika Tulpule;IND;800212812;Q;;Ayako Suzuki;JPN
1020147873;27/12/1999;1020002449;$10,000 Chandigarh;W10;Grass;India;1;1st Round;M;6-1 6-3;;800206130;DA;;Svetlana Mossiakova;RUS;800214704;Q;;Yamini Thukkaiandi;IND
1020147874;27/12/1999;1020002449;$10,000 Chandigarh;W10;Grass;India;1;1st Round;M;6-2 6-2;;800207349;DA;7;Olga Kalyuzhnaya;RUS;800195640;WC;;Jasleen Randhawa;IND
1020147875;27/12/1999;1020002449;$10,000 Chandigarh;W10;Grass;India;1;1st Round;M;6-3 6-4;;800205034;DA;8;Anna Nefedova;RUS;800195650;DA;;Harsimran-Kaur Bedi;IND
1020147876;27/12/1999;1020002449;$10,000 Chandigarh;W10;Grass;India;1;1st Round;M;6-0 6-2;;800205785;DA;;Maria Kondratieva;RUS;800190923;DA;;Simmi Rani;IND
1020147877;27/12/1999;1020002449;$10,000 Chandigarh;W10;Grass;India;1;1st Round;M;6-3 6-2;;800217056;DA;;Antonia Matic;CZE;800195649;WC;;Karishma Patel;IND
1020147878;27/12/1999;1020002449;$10,000 Chandigarh;W10;Grass;India;1;1st Round;M;6-0 6-1;;800184943;DA;3;Sai-Jayalakshmy Jayaram;IND;800214256;WC;;Nandini Perumal;IND
1020147879;27/12/1999;1020002449;$10,000 Chandigarh;W10;Grass;India;1;1st Round;M;6-1 6-4;;800639630;DA;6;Archana Venkata Raman;IND;800199313;DA;;Tara Kanbargimath;IND
1020147880;27/12/1999;1020002449;$10,000 Chandigarh;W10;Grass;India;1;1st Round;M;6-1 6-0;;800203163;DA;;Masa Vesenjak;SLO;800209754;LL;;Stutti Smit;IND
1020147881;27/12/1999;1020002449;$10,000 Chandigarh;W10;Grass;India;1;1st Round;M;6-4 6-1;;800184916;DA;;Shalini Thakar;IND;800205282;DA;;Geeta Manohar;IND
1020147882;27/12/1999;1020002449;$10,000 Chandigarh;W10;Grass;India;1;1st Round;M;6-1 6-4;;800184353;DA;2;Manisha Malhotra;IND;800199319;DA;;Sheethal Goutham;IND
1020186575;27/12/1999;1020002449;$10,000 Chandigarh;W10;Grass;India;1;1st Round;M;6-1 5-1 ret.;Retired;800195636;Q;;Isha Chopra;IND;800189886;DA;5;Keiko Tameishi;JPN
1020147883;27/12/1999;1020002449;$10,000 Chandigarh;W10;Grass;India;2;2nd Round;M;6-0 6-0;;800188077;DA;1;Katarina Misic;YUG;800200004;LL;;Vishika Chhetri;IND
1020147884;27/12/1999;1020002449;$10,000 Chandigarh;W10;Grass;India;2;2nd Round;M;6-0 6-2;;800203164;DA;;Urska Vesenjak;SLO;800195636;Q;;Isha Chopra;IND
1020147885;27/12/1999;1020002449;$10,000 Chandigarh;W10;Grass;India;2;2nd Round;M;6-1 6-1;;800184953;DA;4;Rushmi Chakravarthi;IND;800208185;DA;;Radhika Tulpule;IND
1020147886;27/12/1999;1020002449;$10,000 Chandigarh;W10;Grass;India;2;2nd Round;M;6-3 6-4;;800205034;DA;8;Anna Nefedova;RUS;800205785;DA;;Maria Kondratieva;RUS
1020147887;27/12/1999;1020002449;$10,000 Chandigarh;W10;Grass;India;2;2nd Round;M;6-4 1-6 6-2;;800217056;DA;;Antonia Matic;CZE;800184943;DA;3;Sai-Jayalakshmy Jayaram;IND
1020147888;27/12/1999;1020002449;$10,000 Chandigarh;W10;Grass;India;2;2nd Round;M;6-2 4-6 6-1;;800203163;DA;;Masa Vesenjak;SLO;800639630;DA;6;Archana Venkata Raman;IND
1020147889;27/12/1999;1020002449;$10,000 Chandigarh;W10;Grass;India;2;2nd Round;M;7-5 6-1;;800184353;DA;2;Manisha Malhotra;IND;800184916;DA;;Shalini Thakar;IND
1020186576;27/12/1999;1020002449;$10,000 Chandigarh;W10;Grass;India;2;2nd Round;M;6-4 3-1 ret.;Retired;800207349;DA;7;Olga Kalyuzhnaya;RUS;800206130;DA;;Svetlana Mossiakova;RUS
1020147890;27/12/1999;1020002449;$10,000 Chandigarh;W10;Grass;India;3;Quarter-finals;M;6-3 7-6;;800203164;DA;;Urska Vesenjak;SLO;800188077;DA;1;Katarina Misic;YUG
1020147891;27/12/1999;1020002449;$10,000 Chandigarh;W10;Grass;India;3;Quarter-finals;M;6-4 6-2;;800184953;DA;4;Rushmi Chakravarthi;IND;800207349;DA;7;Olga Kalyuzhnaya;RUS
1020147892;27/12/1999;1020002449;$10,000 Chandigarh;W10;Grass;India;3;Quarter-finals;M;4-6 6-4 7-6;;800217056;DA;;Antonia Matic;CZE;800205034;DA;8;Anna Nefedova;RUS
1020147893;27/12/1999;1020002449;$10,000 Chandigarh;W10;Grass;India;3;Quarter-finals;M;4-6 6-1 6-0;;800184353;DA;2;Manisha Malhotra;IND;800203163;DA;;Masa Vesenjak;SLO
1020147894;27/12/1999;1020002449;$10,000 Chandigarh;W10;Grass;India;4;Semi-finals;M;6-0 6-0;;800203164;DA;;Urska Vesenjak;SLO;800184953;DA;4;Rushmi Chakravarthi;IND
1020147895;27/12/1999;1020002449;$10,000 Chandigarh;W10;Grass;India;4;Semi-finals;M;7-6 6-2;;800217056;DA;;Antonia Matic;CZE;800184353;DA;2;Manisha Malhotra;IND
