tieId,tieName,matchId,dateMatch,result,winnerName,winnerCountry,loserName,loserCountry
4940a47d-7fb7-4000-80c7-d2b8abb52012,W-FC-2025-G3-EUR-M-B-ALB-AZE-01,d1a4a5ed-a37c-4b7b-8652-9ff815e5c7d4,2025-06-18T00:00:00.000Z,Not Played,Anatereza Guli / Kristal Dule,ALB,Michelle Dzjachangirova / Lala Eyvazova,AZE
c6472276-2bc5-409d-8b3d-a986a6ef8f47,W-FC-2025-G3-AFR-PP10-12-BDI-ALG-01,37e00511-affa-40ae-9a4a-bed2f80c3192,2025-08-09T07:57:33.000Z,6-0 6-0,MELISSA RYM BENAMAR KERFAH,ALG,Yusra Irakoze,BDI
c6472276-2bc5-409d-8b3d-a986a6ef8f47,W-FC-2025-G3-AFR-PP10-12-BDI-ALG-01,413130df-a1f6-44ce-8271-62641441e404,2025-08-09T10:17:11.000Z,6-1 6-1,MELISSA RYM BENAMAR KERFAH / Rawane Mebarki,ALG,Safi Hategekimana / Ange Bebita Ishimwe,BDI
c6472276-2bc5-409d-8b3d-a986a6ef8f47,W-FC-2025-G3-AFR-PP10-12-BDI-ALG-01,bacb02cd-25ce-487e-82d5-f38d324e2540,2025-08-09T09:02:06.000Z,6-1 6-0,Bochra Rehab Mebarki,ALG,Ange Bebita Ishimwe,BDI
9c93d289-44ac-4691-b32c-b577b1a003c8,W-FC-2025-G3-AFR-PP10-12-ALG-UGA-01,c802d439-30d8-4f25-8b2b-c1fba394e754,2025-08-07T09:51:33.000Z,6-1 6-0,Bochra Rehab Mebarki,ALG,Patience Athieno,UGA
9c93d289-44ac-4691-b32c-b577b1a003c8,W-FC-2025-G3-AFR-PP10-12-ALG-UGA-01,d955ba60-0e2f-43cf-997d-c9f1c38f4f30,2025-08-07T08:09:56.000Z,6-3 6-3,Rawane Mebarki,ALG,Winnie Birungi,UGA
9c93d289-44ac-4691-b32c-b577b1a003c8,W-FC-2025-G3-AFR-PP10-12-ALG-UGA-01,fc90dbd1-b2ca-4918-8a2a-646fd874dad3,2025-08-07T11:15:59.000Z,6-7(1) 6-1 10-8,Bochra Rehab Mebarki / Rawane Mebarki,ALG,Winnie Birungi / Abigail Nabasinga Mulungi,UGA
8b66b60e-9a0e-4e91-bad6-0631af7235b5,W-FC-2025-G3-EUR-PP7-9-MNE-AND-01,0f664ee9-15f0-4e35-8ec3-0fb30f0323be,2025-06-21T08:36:20.000Z,6-2 1-0 ret.,Judit Cartana Alana,AND,Petra Mirkovic,MNE
94f019c1-06e0-4841-be73-58c90b7b7c92,W-FC-2025-G3-EUR-PP7-9-AND-AZE-01,aed13488-06eb-4632-9e95-38d60d5c18a6,2025-06-19T08:51:36.000Z,6-1 6-3,Judit Cartana Alana,AND,Lala Eyvazova,AZE
94f019c1-06e0-4841-be73-58c90b7b7c92,W-FC-2025-G3-EUR-PP7-9-AND-AZE-01,f0ecf64e-9310-428e-8d5e-b1b2b7ac072a,2025-06-19T11:44:01.000Z,6-2 6-3,Laura Pichel / Judit Cartana Alana,AND,Michelle Dzjachangirova / Lamiya Huseyn,AZE
03ca13d5-e2ea-4291-802e-33ce1240b276,W-FC-2025-G3-EUR-M-C-ARM-AND-01,a9e90bdb-1ea1-4399-8383-82a3010c0c1f,2025-06-17T10:16:50.000Z,6-0 6-1,Victoria Jimenez Kasintseva,AND,Ani Amiraghyan,ARM
d3552584-7bea-483e-9ec3-16f186687650,W-FC-2025-G3-EUR-M-C-MLT-AND-01,e1721e85-1f94-4b55-8cca-158fab878a80,2025-06-16T12:39:05.000Z,6-4 6-4,Judit Cartana Alana / Victoria Jimenez Kasintseva,AND,Elaine Genovese / Emma Montebello,MLT
f294ce2f-1e31-451d-a691-4e1f4a64537d,W-FC-2025-G3-EUR-M-C-SMR-AND-01,08ec48b2-9ba5-4500-9f4f-fa547a2da94b,2025-06-18T12:09:26.000Z,6-3 7-6(1),Judit Cartana Alana / Victoria Jimenez Kasintseva,AND,Talita Giardi / Silvia Alletti,SMR
f294ce2f-1e31-451d-a691-4e1f4a64537d,W-FC-2025-G3-EUR-M-C-SMR-AND-01,6aec3f96-a30e-446c-bcef-3c873c597c14,2025-06-18T10:23:51.000Z,6-1 6-2,Victoria Jimenez Kasintseva,AND,Silvia Alletti,SMR
c613eb3c-8ed1-4734-a631-3276e75c6b3a,W-FC-2025-G3-AM-PP10-11-ANT-SUR-01,1f6fbdb0-f6be-47af-a5ca-a744ba4fadc3,2025-08-21T16:57:03.000Z,6-1 6-0,Jolie George-Alexander,ANT,Faith Bab,SUR
a8ce9c4c-1e2f-4a0f-9f19-25c8489b13ca,W-FC-2025-G3-AM-M-C-ANT-ISV-01,2826206b-b9df-430a-8422-375d735144c2,2025-08-20T15:07:36.000Z,6-2 6-3,Isoke Perry,ANT,Stefani Catazano,USA
30de45d9-185c-499e-a5d8-038e2b6be99a,W-FC-2025-POS-3-M-SVK-ARG-01,06a9a668-8cc8-4b9e-b384-42ea761c2ccc,2025-11-14T18:01:58.000Z,6-4 3-6 6-4,Julia Riera / Jazmin Ortenzi,ARG,Nina Vargova / Katarina Kuzmova,SVK
30de45d9-185c-499e-a5d8-038e2b6be99a,W-FC-2025-POS-3-M-SVK-ARG-01,28bda02a-cb10-4a96-9362-ea376942adcc,2025-11-14T14:17:33.000Z,6-2 6-1,Julia Riera,ARG,Viktoria Hruncakova,SVK
30de45d9-185c-499e-a5d8-038e2b6be99a,W-FC-2025-POS-3-M-SVK-ARG-01,e7a717ec-a110-4099-bee2-59a28c816ec4,2025-11-14T16:01:17.000Z,6-2 6-4,Solana Sierra,ARG,Rebecca Sramkova,SVK
acc35e03-0a68-418c-80c2-62026e0b1dc6,W-FC-2025-POS-3-M-SUI-ARG-01,da7243d9-3acc-4b38-b645-905e6482d9a9,2025-11-16T14:17:22.000Z,6-2 6-0,Julia Riera,ARG,Susan Bandecchi,SUI
3af322e6-a93e-47fa-a762-9ea610bbe22d,W-FC-2025-G1-AM-M-ARG-CHI-01,24f423f9-7f6b-438f-af87-1ca1480ea293,2025-04-09T21:03:32.000Z,6-2 6-2,Jazmin Ortenzi,ARG,Antonia Vergara Rivera,CHI
3af322e6-a93e-47fa-a762-9ea610bbe22d,W-FC-2025-G1-AM-M-ARG-CHI-01,852942a8-2c1a-4811-81f9-f104495357f7,2025-04-10T00:05:43.000Z,2-6 7-5 10-7,Luisina Giovannini / Julieta Lara Estable,ARG,Fernanda Labrana / Antonia Vergara Rivera,CHI
3af322e6-a93e-47fa-a762-9ea610bbe22d,W-FC-2025-G1-AM-M-ARG-CHI-01,a0f781f7-e68d-4eea-9e6d-c4853acd46c9,2025-04-09T22:34:15.000Z,6-0 6-1,Julia Riera,ARG,Fernanda Labrana,CHI
177b301a-8bc9-4787-ac59-2a1dc356b963,W-FC-2025-G1-AM-M-ARG-VEN-01,0c1ca891-b7c3-47a2-94e2-107d8d1535d0,2025-04-10T22:36:00.000Z,6-2 6-3,Julia Riera,ARG,Sofia Elena Cabezas Dominguez,VEN
177b301a-8bc9-4787-ac59-2a1dc356b963,W-FC-2025-G1-AM-M-ARG-VEN-01,b22458ba-5bcd-4e58-aadc-d95d53ca0503,2025-04-10T21:06:15.000Z,6-2 6-1,Jazmin Ortenzi,ARG,Sabrina Balderrama,VEN
3167346d-12c5-4927-9bbe-932035ae21f6,W-FC-2025-G1-AM-M-ARG-GUA-01,26e6d046-70ba-44fb-a768-8ff9d3468745,2025-04-08T22:12:46.000Z,6-2 6-7(5) 6-0,Julia Riera,ARG,Kirsten-Andrea Weedon,GUA
3167346d-12c5-4927-9bbe-932035ae21f6,W-FC-2025-G1-AM-M-ARG-GUA-01,35f1c05d-6cae-4e3c-a42e-d8c5d329c0f2,2025-04-08T21:07:27.000Z,6-0 6-0,Jazmin Ortenzi,ARG,Nina Marcela Chavez Vicente,GUA
3167346d-12c5-4927-9bbe-932035ae21f6,W-FC-2025-G1-AM-M-ARG-GUA-01,db85afc8-620c-4885-a908-9108fb6abb9b,2025-04-09T00:35:26.000Z,6-3 6-3,Luisina Giovannini / Julieta Lara Estable,ARG,Nina Marcela Chavez Vicente / Carlota Balseiro,GUA
fab3bc3e-3828-40fe-bcf5-cb8e51ed3f4b,W-FC-2025-G1-AM-M-ARG-PAR-01,22c30ba6-edf6-4be0-ae3a-db5cf89a7b86,2025-04-12T00:29:44.000Z,6-0 6-3,Luisina Giovannini / Julieta Lara Estable,ARG,Paulina Franco Martinessi / Leyla Fiorella Britez Risso,PAR
fab3bc3e-3828-40fe-bcf5-cb8e51ed3f4b,W-FC-2025-G1-AM-M-ARG-PAR-01,4d548802-d234-4e70-8a23-a4d096bfc103,2025-04-11T21:05:23.000Z,6-0 6-1,Jazmin Ortenzi,ARG,Victoria Lopez Ocampos,PAR
fab3bc3e-3828-40fe-bcf5-cb8e51ed3f4b,W-FC-2025-G1-AM-M-ARG-PAR-01,60588579-a637-49c8-acd0-68ed99239d85,2025-04-11T22:30:28.000Z,6-4 6-4,Julia Riera,ARG,Leyla Fiorella Britez Risso,PAR
81038948-c0ec-4234-accb-21411e715284,W-FC-2025-G3-EUR-M-C-ARM-MLT-01,5cdcf023-a990-4339-ae45-5918b52d130e,2025-06-18T10:54:48.000Z,4-6 6-3 6-4,Ani Amiraghyan,ARM,Elaine Genovese,MLT
81038948-c0ec-4234-accb-21411e715284,W-FC-2025-G3-EUR-M-C-ARM-MLT-01,7f2ebe43-b4c7-459f-9eb0-f3249c77a503,2025-06-18T10:54:48.000Z,Not Played,Alexandra Korneeva / Alina Sogomonyan,ARM,Elaine Genovese / Emma Montebello,MLT
81038948-c0ec-4234-accb-21411e715284,W-FC-2025-G3-EUR-M-C-ARM-MLT-01,b075c440-ab78-49b1-af9e-2611c459743a,2025-06-18T08:40:16.000Z,7-6(5) 6-1,Alina Sogomonyan,ARM,Cheyenne Joyce Borg,MLT
c65540a5-6f86-4af7-9697-18cf8802ac9b,W-FC-2025-G3-EUR-M-C-ARM-SMR-01,31b49ef5-1ec6-4c0c-bad0-65a925fab252,2025-06-16T10:07:31.000Z,6-4 1-6 6-3,Alina Sogomonyan,ARM,Silvia Alletti,SMR
c65540a5-6f86-4af7-9697-18cf8802ac9b,W-FC-2025-G3-EUR-M-C-ARM-SMR-01,9645d539-49e7-4e27-9b12-ce7c94c5f079,2025-06-16T08:38:31.000Z,6-1 6-1,Alexandra Korneeva,ARM,Talita Giardi,SMR
c65540a5-6f86-4af7-9697-18cf8802ac9b,W-FC-2025-G3-EUR-M-C-ARM-SMR-01,c9f5ed99-5d8e-4f30-bfbe-85afa5934eda,2025-06-16T12:43:45.000Z,6-2 6-1,Ani Amiraghyan / Alina Sogomonyan,ARM,Emma pelliccioni / Silvia Alletti,SMR
03ca13d5-e2ea-4291-802e-33ce1240b276,W-FC-2025-G3-EUR-M-C-ARM-AND-01,c02b4fc1-acf2-4003-a300-e2e7a94fea39,2025-06-17T08:39:56.000Z,6-3 6-1,Alina Sogomonyan,ARM,Judit Cartana Alana,AND
03ca13d5-e2ea-4291-802e-33ce1240b276,W-FC-2025-G3-EUR-M-C-ARM-AND-01,c833c3cb-dffb-40b4-8efe-b809de31ecec,2025-06-17T11:40:07.000Z,6-2 6-1,Alina Sogomonyan / Ani Amiraghyan,ARM,Laura Pichel / Victoria Jimenez Kasintseva,AND
851bc422-3d64-4457-8e93-bfe89607dcc8,W-FC-2025-QLS-4-M-AUS-KAZ-01,0b3d3979-d62a-4116-882c-f23e042bf19f,2025-04-10T23:59:59.000Z,6-3 6-4,Storm Hunter / Ellen Perez,AUS,Zhibek Kulambayeva / Anna Danilina,KAZ
133d19c1-8e78-494d-b500-571023825fb4,W-FC-2025-POS-5-M-AUS-BRA-01,926eeae4-d4d7-4f95-a889-774723c924ed,2025-11-16T23:59:59.000Z,Not Played,Storm Hunter / Ellen Perez,AUS,Luisa Stefani / Ingrid Martins,BRA
133d19c1-8e78-494d-b500-571023825fb4,W-FC-2025-POS-5-M-AUS-BRA-01,bff8bf58-36e9-4d5f-822a-d3e2eb9b21bf,2025-11-16T03:10:13.000Z,2-6 7-5 6-1,Maya Joint,AUS,Laura Pigossi,BRA
133d19c1-8e78-494d-b500-571023825fb4,W-FC-2025-POS-5-M-AUS-BRA-01,e2d341a3-04a5-46a5-8274-75bb1ed009b7,2025-11-16T00:15:11.000Z,6-4 3-6 6-1,Kimberly Birrell,AUS,Nauhany Vitoria Leme Da Silva,BRA
241e2a1b-8289-42c4-88db-11e1a8a0da09,W-FC-2025-POS-5-M-AUS-POR-01,2dad66cf-ae52-4b83-ab4f-6a3abeb22c9d,2025-11-14T07:33:59.000Z,6-1 6-3,Storm Hunter / Ellen Perez,AUS,Matilde Jorge / Francisca Jorge,POR
241e2a1b-8289-42c4-88db-11e1a8a0da09,W-FC-2025-POS-5-M-AUS-POR-01,b212df18-9191-4c34-b690-9814b3d33977,2025-11-14T01:16:04.000Z,6-4 6-4,Kimberly Birrell,AUS,Matilde Jorge,POR
241e2a1b-8289-42c4-88db-11e1a8a0da09,W-FC-2025-POS-5-M-AUS-POR-01,e628d56d-131d-44dd-b32e-905bbf4c8051,2025-11-14T05:29:27.000Z,7-5 7-5,Maya Joint,AUS,Francisca Jorge,POR
7834272b-92fa-4337-9632-2f5080bbc758,W-FC-2025-G1-EPA-REL-LTU-AUT-01,b35fa037-f45b-4c51-8a2c-e7db2e506c22,2025-04-12T23:59:59.000Z,Not Played,Julia Grabher / Ekaterina Perelygina,AUT,Justina Mikulskyte / Patricija Paukstyte,LTU
69b8ecad-9f24-42c5-adcc-d1d31c02e5d1,W-FC-2025-G1-EPA-M-D-AUT-POR-01,01a56904-dc8f-4e9c-be5c-e65db88f7c96,2025-04-10T09:02:58.000Z,6-4 6-3,Ekaterina Perelygina,AUT,Angelina Voloshchuk,POR
83ca4876-8c20-411d-94ea-1ff443a53a93,W-FC-2025-G1-EPA-M-D-AUT-CRO-01,3cd5746f-76d7-42fe-9604-f83fe9047395,2025-04-08T10:24:04.000Z,6-4 6-0,Julia Grabher,AUT,Antonia Ruzic,CRO
94f019c1-06e0-4841-be73-58c90b7b7c92,W-FC-2025-G3-EUR-PP7-9-AND-AZE-01,62922253-660e-4f82-ab2d-4db12d60c217,2025-06-19T10:16:53.000Z,6-2 6-0,Michelle Dzjachangirova,AZE,Laura Pichel,AND
4940a47d-7fb7-4000-80c7-d2b8abb52012,W-FC-2025-G3-EUR-M-B-ALB-AZE-01,62b40e87-2d1b-485e-bf61-5bc166a4f571,2025-06-18T08:37:57.000Z,6-3 5-7 6-1,Lala Eyvazova,AZE,Anatereza Guli,ALB
4940a47d-7fb7-4000-80c7-d2b8abb52012,W-FC-2025-G3-EUR-M-B-ALB-AZE-01,a12a0e2e-55c3-450f-b1c1-f54947e518e5,2025-06-18T10:52:40.000Z,6-2 6-2,Michelle Dzjachangirova,AZE,Kristal Dule,ITA
6db6482b-9024-4c8a-b7bb-d148c97407b3,W-FC-2025-G3-AM-PP1-3-URU-BAH-01,19cc3923-3cdf-4b8f-9383-8ea688b9b2d8,2025-08-22T15:10:30.000Z,6-7(6) 7-6(5) 6-1,Simone Pratt,BAH,Josefina Soldo,URU
6db6482b-9024-4c8a-b7bb-d148c97407b3,W-FC-2025-G3-AM-PP1-3-URU-BAH-01,6d4b1c3d-afe0-4757-8648-d21ce259edf4,2025-08-22T18:03:57.000Z,6-3 6-0,Sydney-Nicole Clarke,BAH,Juliana Rodriguez,URU
d4486ec2-3733-4910-8d9d-37fef52a4da2,W-FC-2025-G3-AM-PP1-3-ESA-BAH-01,363fa7cb-7c1b-44c5-a03a-845c2f694600,2025-08-21T19:42:47.000Z,6-1 6-3,Sydney-Nicole Clarke / Simone Pratt,BAH,Sara Valentina Cruz Bonilla / Susana Souhrada,ESA
d4486ec2-3733-4910-8d9d-37fef52a4da2,W-FC-2025-G3-AM-PP1-3-ESA-BAH-01,748ea50f-a8b5-4f92-93f3-e9c417df7ca6,2025-08-21T16:58:58.000Z,7-5 4-6 6-3,Sydney-Nicole Clarke,BAH,Sara Valentina Cruz Bonilla,ESA
0fc864ba-bf5c-41d6-807d-5b474ba88169,W-FC-2025-G3-AM-M-B-JAM-BAH-01,3e1b796f-c978-4f78-b83a-880a58f775ff,2025-08-20T15:06:19.000Z,6-0 6-0,Simone Pratt,BAH,Adeola Greatorex,JAM
0fc864ba-bf5c-41d6-807d-5b474ba88169,W-FC-2025-G3-AM-M-B-JAM-BAH-01,8c940103-aae0-42fa-8d07-4d633ff5d2e4,2025-08-20T17:53:03.000Z,7-6(5) 7-5,Sydney-Nicole Clarke / Simone Pratt,BAH,Najah Dawson / Holly Reid,JAM
fa49d78d-b291-476b-991c-52ec94f8715f,W-FC-2025-G3-AM-M-B-BAH-TTO-01,56e25bc2-1afd-465a-8d74-9979408c0b0a,2025-08-18T16:26:43.000Z,6-4 6-3,Sydney-Nicole Clarke,BAH,Jordane Dookie,TTO
fa49d78d-b291-476b-991c-52ec94f8715f,W-FC-2025-G3-AM-M-B-BAH-TTO-01,cbefe889-eb4b-4c4d-9475-ceb84894a9d2,2025-08-18T15:19:13.000Z,6-0 6-0,Simone Pratt,BAH,Charlotte Ready,TTO
de66ba94-0def-4f30-8e3b-91b4d6783e1e,W-FC-2025-G3-AM-M-B-BAH-SUR-01,31b897b4-ba05-4a89-988c-99ab14dad771,2025-08-19T17:31:12.000Z,6-3 6-0,Jalisa Victoria Clarke / Sydney-Nicole Clarke,BAH,Kayla Currie / Anouk Ma-Ajong,SUR
de66ba94-0def-4f30-8e3b-91b4d6783e1e,W-FC-2025-G3-AM-M-B-BAH-SUR-01,3ccccdd2-f693-4fa7-beb0-e615eefe3b36,2025-08-19T15:04:19.000Z,6-0 6-0,Simone Pratt,BAH,Faith Bab,SUR
de66ba94-0def-4f30-8e3b-91b4d6783e1e,W-FC-2025-G3-AM-M-B-BAH-SUR-01,cd1366ac-17cb-4944-811b-f09624da91d3,2025-08-19T16:05:59.000Z,6-2 6-1,Sydney-Nicole Clarke,BAH,Anouk Ma-Ajong,SUR
77fcce77-89bc-4b22-8e7c-7c18f3e87df6,W-FC-2025-G2-AM-REL-BAR-HON-01,0ea7dc1f-e00e-4f03-872e-396ee7b56bcd,2025-06-21T15:02:48.000Z,6-3 6-3,Hannah Chambers,BAR,Alejandra Obando,HON
b6c768cc-a0f7-4910-8cde-edb6f1e5ee8a,W-FC-2025-G2-AM-M-B-BOL-BAR-01,f75ff5c0-bc23-42d6-90e6-abdff7246d1f,2025-06-19T15:02:22.000Z,6-4 6-3,Hannah Chambers,BAR,Natalia Trigosso,BOL
27f4f66e-7f28-493f-b57c-b13d20b24683,W-FC-2025-G2-AM-M-B-DOM-BAR-01,0fa7311e-8da0-4c52-b9f3-1eea3e54b4d3,2025-06-18T17:15:21.000Z,7-6(5) 1-6 7-5,Gabrielle Leslie,BAR,Ana Carmen Zamburek,DOM
3b5d7f70-88a8-4726-bff8-14b4e037dcf6,W-FC-2025-G2-AM-M-B-PUR-BAR-01,66a75031-daf7-4772-866d-bcb635ba0660,2025-06-20T17:37:32.000Z,7-6(1) 7-6(12),Gabrielle Leslie,BAR,Carolina Castro,PUR
3b5d7f70-88a8-4726-bff8-14b4e037dcf6,W-FC-2025-G2-AM-M-B-PUR-BAR-01,f1244aea-df7a-4eda-8648-a11106172ccf,2025-06-20T20:52:43.000Z,6-3 6-4,Serena BRYAN / Hannah Chambers,BAR,Lauren Kettlewell / Natalia Perez,USA
2b928425-d01d-4b92-a1df-c71e2817066b,W-FC-2025-G3-AFR-PP10-12-BDI-UGA-01,5e126b1b-a627-4fb3-a7ff-e9bc97fc1853,2025-08-08T10:12:40.000Z,2-6 6-2 6-2,Safi Hategekimana,BDI,Patience Athieno,UGA
2b928425-d01d-4b92-a1df-c71e2817066b,W-FC-2025-G3-AFR-PP10-12-BDI-UGA-01,a010cd8f-f645-47aa-b555-20bab89be5da,2025-08-08T12:41:24.000Z,7-5 7-5,Safi Hategekimana / Ange Bebita Ishimwe,BDI,Winnie Birungi / Patience Athieno,UGA
008dfbd6-960a-4f9d-8460-a4d986e60991,W-FC-2025-G1-EPA-PPO-BEL-FRA-01,2729fa54-577f-42e0-bee2-adbe4ecb55c6,2025-04-11T09:09:53.000Z,6-3 6-3,Jeline Vandromme,BEL,Alize Cornet,FRA
008dfbd6-960a-4f9d-8460-a4d986e60991,W-FC-2025-G1-EPA-PPO-BEL-FRA-01,497a639d-b743-4fd0-9fde-9f75bb7266db,2025-04-11T11:44:08.000Z,6-2 4-6 6-1,Greet Minnen,BEL,Varvara Gracheva,FRA
1414ee57-29d4-4d57-ab09-4f0ecb9392d3,W-FC-2025-POS-6-M-GER-BEL-01,2acffc9c-9aa5-4ae5-8b5d-aa4982e9de5f,2025-11-16T12:14:49.000Z,7-6(0) 2-6 6-3,Jeline Vandromme,BEL,Anna-Lena Friedsam,GER
1414ee57-29d4-4d57-ab09-4f0ecb9392d3,W-FC-2025-POS-6-M-GER-BEL-01,f1abf0fd-600e-4ef3-8cd3-61aa3bcd0428,2025-11-16T15:24:24.000Z,6-0 6-4,Hanne Vandewinkel,BEL,Ella Seidel,GER
31bf0461-3c25-4c94-97c5-d5054de791bc,W-FC-2025-POS-6-M-BEL-TUR-01,41cefa00-50e1-4494-8acb-fa3aa18cf882,2025-11-15T14:49:04.000Z,6-4 6-4,Hanne Vandewinkel,BEL,Zeynep Sonmez,TUR
31bf0461-3c25-4c94-97c5-d5054de791bc,W-FC-2025-POS-6-M-BEL-TUR-01,d0c77e72-5541-42e2-a34d-4824a2dfe49d,2025-11-15T17:04:48.000Z,4-6 7-6(1) 7-6(7),Magali Kempen / Sofia Costoulas,BEL,Ayla Aksu / Ipek Oz,TUR
f2bb2f9a-a0c9-4f9e-bb8b-59b283cc951f,W-FC-2025-G1-EPA-M-C-BEL-HUN-01,44bcb476-a0d9-4201-b64f-74a98e78d81f,2025-04-09T11:18:08.000Z,6-1 6-2,Greet Minnen,BEL,Anna Bondar,HUN
f2bb2f9a-a0c9-4f9e-bb8b-59b283cc951f,W-FC-2025-G1-EPA-M-C-BEL-HUN-01,cf8e57af-a9ff-4645-8d67-0c86538e5d70,2025-04-09T09:05:25.000Z,6-1 5-7 6-0,Sofia Costoulas,BEL,Amarissa Kiara Toth,HUN
430efe3c-42ab-4e3f-8c1e-eb3f236b5e38,W-FC-2025-G1-EPA-M-C-BEL-GRE-01,373ce573-2034-478d-8589-9367960399a6,2025-04-08T13:10:34.000Z,6-2 6-3,Magali Kempen / Sofia Costoulas,BEL,Eleni Christofi / Dimitra Pavlou,GRE
430efe3c-42ab-4e3f-8c1e-eb3f236b5e38,W-FC-2025-G1-EPA-M-C-BEL-GRE-01,8bed01ed-d6ce-46ef-bce3-34f784e146ae,2025-04-08T09:08:49.000Z,6-4 6-4,Hanne Vandewinkel,BEL,Valentini Grammatikopoulou,GRE
430efe3c-42ab-4e3f-8c1e-eb3f236b5e38,W-FC-2025-G1-EPA-M-C-BEL-GRE-01,ddbb2678-048c-4732-8652-8a8af12abd92,2025-04-08T11:23:21.000Z,6-1 6-1,Greet Minnen,BEL,Martha MATOULA,GRE
357c3bc0-d3f6-417f-9005-6e4bf70e4af0,W-FC-2025-G4-AFR-PP4-6-BEN-TAN-01,4ce71b69-5251-4a96-bd0e-6fe3c8073c67,2025-07-18T09:14:11.000Z,6-3 6-1,Gloriana Nahum,BEN,Shana Martin Mao,TAN
357c3bc0-d3f6-417f-9005-6e4bf70e4af0,W-FC-2025-G4-AFR-PP4-6-BEN-TAN-01,731a7051-610e-4749-8243-694c13855cd1,2025-07-18T08:09:28.000Z,6-1 0-0 ret.,Stephanie N'tcha,BEN,Alesi Kazoba,TAN
5fd6c846-af62-487b-842a-0dcabaac3378,W-FC-2025-G4-AFR-PP4-6-BEN-SEN-01,25c2b30d-720f-4ec1-a8af-2afcb4a959eb,2025-07-19T08:09:38.000Z,6-0 1-0 ret.,Stephanie N'tcha,BEN,Christel Fakhry,SEN
5fd6c846-af62-487b-842a-0dcabaac3378,W-FC-2025-G4-AFR-PP4-6-BEN-SEN-01,2ba1c4f2-c67a-4efb-8e76-e8b08a4cb191,2025-07-19T10:48:11.000Z,6-4 7-6(3),Mahugnon Eliaza HONFOGA / Pascaline Vitou,BEN,Seynabou Mendy / LEA CROSETTI,SEN
5fd6c846-af62-487b-842a-0dcabaac3378,W-FC-2025-G4-AFR-PP4-6-BEN-SEN-01,eb3a2b17-b8f2-48dd-bab7-2d9e5f00602c,2025-07-19T09:13:15.000Z,6-0 6-2,Gloriana Nahum,BEN,LEA CROSETTI,FRA
cc9a55ff-b9e2-4a65-a27a-1b7a71571d5e, W-FC-2025-G4-AFR-M-A-CMR-BEN-01,5a0a015b-ea9e-4bec-8fcf-4eb2b5fa58c4,2025-07-14T08:16:40.000Z,6-2 6-2,Stephanie N'tcha,BEN,Charnelle FOZO,CMR
703e2812-702a-4277-9f2b-7e5d5e4cefc8, W-FC-2025-G4-AFR-M-A-LES-BEN-01,01100485-8673-4db4-a2e7-d68ecfc08c3c,2025-07-15T10:34:36.000Z,6-1 6-0,Mahugnon Eliaza HONFOGA / Gloriana Nahum,BEN,Makhauta Lizzy Mohanoe / Phuthi Mohau Leshoele,LES
703e2812-702a-4277-9f2b-7e5d5e4cefc8, W-FC-2025-G4-AFR-M-A-LES-BEN-01,081cccc6-ea15-47c9-81df-a877f532211a,2025-07-15T08:03:29.000Z,6-0 6-1,Stephanie N'tcha,BEN,Ntsoaki Mokhele,LES
703e2812-702a-4277-9f2b-7e5d5e4cefc8, W-FC-2025-G4-AFR-M-A-LES-BEN-01,e8e4cbcd-e529-4fc7-8635-432af97364fa,2025-07-15T09:10:24.000Z,6-0 6-0,Gloriana Nahum,BEN,Phuthi Mohau Leshoele,LES
faad997b-53b1-4c60-847d-ed868a2875dd, W-FC-2025-G4-AFR-M-A-MOZ-BEN-01,9af0db31-39db-4861-9e6e-d3dce66148b1,2025-07-16T11:01:41.000Z,6-2 6-1,Gloriana Nahum / Jessica Togbe,BEN,Siena Sousa Figueiredo / Ilga Adolfo Joao,MOZ
faad997b-53b1-4c60-847d-ed868a2875dd, W-FC-2025-G4-AFR-M-A-MOZ-BEN-01,b3d149b8-6d5b-44ab-9078-b99eba0aec9d,2025-07-16T08:11:08.000Z,6-0 6-0,Stephanie N'tcha,BEN,Ilga Adolfo Joao,MOZ
faad997b-53b1-4c60-847d-ed868a2875dd, W-FC-2025-G4-AFR-M-A-MOZ-BEN-01,f78f89a0-b576-46ae-bf1d-0bf9c0b422fd,2025-07-16T09:23:33.000Z,6-0 6-0,Gloriana Nahum,BEN,Siena Sousa Figueiredo,MOZ
ecbfcc49-c426-4fd0-a670-769de91d5ef3,W-FC-2025-G2-EPA-PP7-9-ISR-BIH-01,1941b93e-94ed-4f79-9a10-57180d727fcf,2025-04-11T09:41:31.000Z,3-6 6-1 6-2,Suana Tucakovic,BIH,Mika Buchnik,ISR
ecbfcc49-c426-4fd0-a670-769de91d5ef3,W-FC-2025-G2-EPA-PP7-9-ISR-BIH-01,8c2a997a-5b0f-45e7-8851-5ea8d8fa2c0a,2025-04-11T12:17:07.000Z,1-6 6-0 13-11,Anita Wagner / Tea Kovacevic,BIH,Alian Zack / Maayan Laron,ISR
9c2372b7-3b27-4858-b15c-22fbbe9b4a7a,W-FC-2025-G2-EPA-PP7-9-BIH-RSA-01,9ab10c39-dccf-4fea-842f-55de4bf851ed,2025-04-12T08:25:24.000Z,6-2 6-1,Suana Tucakovic,BIH,Abigayel Vosloo,RSA
