matchType,matchId,date,tournamentId,tournamentName,tournamentCategory,surface,inOrOutdoor,tournamentCountry,roundName,draw,result,resultStatusDesc,winnerId,winnerEntry,winnerSeed,winnerName,winnerCountry,loserId,loserEntry,loserSeed,loserName,loserCountry
WTA,RS015,2016-10-16,0730,"VTB Kremlin Cup - Moscow, Russia",Premier,Hard,I,RUSSIA,2,Q,0-6 6-4 6-4,,319112,,8,Nadia Podoroska,ARG,314610,,1,Camila Giorgi,ITA
WTA,RS007,2016-10-17,0730,"VTB Kremlin Cup - Moscow, Russia",Premier,Hard,I,RUSSIA,3,Q,4-2,,319112,,8,Nadia Podoroska,ARG,324267,W,8,Anna Blinkova,RUS
WTA,RS027,2016-12-31,1049,"ASB Classic - Auckland, New Zealand",International,Hard,O,NEW ZEALAND,1,Q,6-3 6-4,,311493,,5,Silvia Soler-Espinosa,ESP,316543,,0,Catalina Pella,ARG
WTA,RS018,2017-02-25,1002,"Abierto Mexicano TELCEL presentado por HSBC - Acapulco, Mexico",International,Hard,O,MEXICO,1,Q,6-3 6-1,,310440,,2,Tatjana Maria,GER,319112,,0,Nadia Podoroska,ARG
WTA,RS024,2017-02-25,1002,"Abierto Mexicano TELCEL presentado por HSBC - Acapulco, Mexico",International,Hard,O,MEXICO,1,Q,6-1 6-4,,318609,,5,Taylor Townsend,USA,316543,,0,Catalina Pella,ARG
WTA,RS019,2017-04-01,1039,"Abierto GNP Seguros - Monterrey, Mexico",International,Hard,O,MEXICO,1,Q,7-6(5) 6-2,,319112,,8,Nadia Podoroska,ARG,312660,,0,Samantha Murray,GBR
WTA,RS018,2017-04-01,1039,"Abierto GNP Seguros - Monterrey, Mexico",International,Hard,O,MEXICO,1,Q,6-4 6-4,,318839,,0,Chloe Paquet,FRA,316543,,0,Catalina Pella,ARG
WTA,RS009,2017-04-02,1039,"Abierto GNP Seguros - Monterrey, Mexico",International,Hard,O,MEXICO,2,Q,6-4 4-6 3-1 ret.,Retired,319112,,8,Nadia Podoroska,ARG,318839,,0,Chloe Paquet,FRA
WTA,RS004,2017-04-03,1039,"Abierto GNP Seguros - Monterrey, Mexico",International,Hard,O,MEXICO,3,Q,7-5 6-2,,319112,,8,Nadia Podoroska,ARG,315294,,1,Dalila Jakupovic,SLO
WTA,LS026,2017-04-04,1039,"Abierto GNP Seguros - Monterrey, Mexico",International,Hard,O,MEXICO,1,M,7-5 0-6 6-3,,319112,Q,0,Nadia Podoroska,ARG,312328,,0,Madison Brengle,USA
WTA,LS013,2017-04-05,1039,"Abierto GNP Seguros - Monterrey, Mexico",International,Hard,O,MEXICO,2,M,6-0 6-3,,315391,,3,Caroline Garcia,FRA,319112,Q,0,Nadia Podoroska,ARG
WTA,RS017,2017-04-08,0894,"Claro Open Colsanitas - Bogota, Colombia",International,Clay,O,COLOMBIA,1,Q,6-4 5-7 7-6(2),,319112,,7,Nadia Podoroska,ARG,314333,,0,Tereza Mrdeza,CRO
WTA,RS019,2017-04-08,0894,"Claro Open Colsanitas - Bogota, Colombia",International,Clay,O,COLOMBIA,1,Q,6-2 6-4,,311647,,10,Teliana Pereira,BRA,316543,,0,Catalina Pella,ARG
WTA,RS008,2017-04-09,0894,"Claro Open Colsanitas - Bogota, Colombia",International,Clay,O,COLOMBIA,2,Q,6-3 7-6(4),,319112,,7,Nadia Podoroska,ARG,315836,,0,Daniela Seguel,CHI
WTA,LS028,2017-04-11,0894,"Claro Open Colsanitas - Bogota, Colombia",International,Clay,O,COLOMBIA,1,M,6-1 6-3,,315130,,5,Magda Linette,POL,319112,Q,0,Nadia Podoroska,ARG
WTA,RS017,2017-04-23,1027,"TEB BNP Paribas Istanbul Cup - Istanbul, Turkey",International,Clay,O,TURKEY,1,Q,2-6 6-4 7-5,,319112,,9,Nadia Podoroska,ARG,315313,W,0,Melis Sezer,TUR
WTA,RS008,2017-04-24,1027,"TEB BNP Paribas Istanbul Cup - Istanbul, Turkey",International,Clay,O,TURKEY,2,Q,6-2 4-6 6-3,,313215,,0,Alexandra Cadantu,ROU,319112,,9,Nadia Podoroska,ARG
WTA,RS020,2017-04-29,1005,"Grand Prix De SAR La Princesse Lalla Meryem - Rabat, Morocco",International,Clay,O,MOROCCO,1,Q,6-7(5) 6-4 7-5,,319112,,9,Nadia Podoroska,ARG,311362,,0,Alla Kudryavtseva,RUS
WTA,RS010,2017-04-30,1005,"Grand Prix De SAR La Princesse Lalla Meryem - Rabat, Morocco",International,Clay,O,MOROCCO,2,Q,6-3 6-0,,319112,,9,Nadia Podoroska,ARG,311647,,0,Teliana Pereira,BRA
WTA,RS005,2017-05-01,1005,"Grand Prix De SAR La Princesse Lalla Meryem - Rabat, Morocco",International,Clay,O,MOROCCO,3,Q,6-3 6-2,,319112,,9,Nadia Podoroska,ARG,316266,,0,Martina Trevisan,ITA
WTA,LS019,2017-05-02,1005,"Grand Prix De SAR La Princesse Lalla Meryem - Rabat, Morocco",International,Clay,O,MOROCCO,1,M,6-2 6-1,,317414,,7,Lauren Davis,USA,319112,Q,0,Nadia Podoroska,ARG
WTA,RS018,2017-07-15,1079,"BRD Bucharest Open - Bucharest, Romania",International,Clay,O,ROMANIA,1,Q,6-1 6-1,,316543,,0,Catalina Pella,ARG,314333,,0,Tereza Mrdeza,CRO
WTA,RS009,2017-07-16,1079,"BRD Bucharest Open - Bucharest, Romania",International,Clay,O,ROMANIA,2,Q,6-1 3-6 6-3,,315836,,5,Daniela Seguel,CHI,316543,,0,Catalina Pella,ARG
WTA,LS029,2017-07-17,1079,"BRD Bucharest Open - Bucharest, Romania",International,Clay,O,ROMANIA,1,M,6-3 2-6 6-1,,319112,,0,Nadia Podoroska,ARG,317094,,0,Maryna Zanevska,BEL
WTA,LS014,2017-07-20,1079,"BRD Bucharest Open - Bucharest, Romania",International,Clay,O,ROMANIA,2,M,4-1 ret.,Retired,310440,,8,Tatjana Maria,GER,319112,,0,Nadia Podoroska,ARG
WTA,RS021,2018-03-31,1039,"Abierto GNP Seguros - Monterrey, Mexico",International,Hard,O,MEXICO,1,Q,6-4 2-6 7-5,,316957,,,Sabrina Santamaria,USA,319112,,,Nadia Podoroska,ARG
WTA,RS016,2018-04-07,0894,"Claro Open Colsanitas - Bogota, Colombia",International,Clay,O,COLOMBIA,1,Q,6-4 6-1,,319112,,,Nadia Podoroska,ARG,315942,,,Kaitlyn Christian,USA
WTA,RS008,2018-04-08,0894,"Claro Open Colsanitas - Bogota, Colombia",International,Clay,O,COLOMBIA,2,Q,6-4 6-4,,312182,,9,Elitsa Kostova,BUL,319112,,,Nadia Podoroska,ARG
WTA,RS025,2018-05-19,1068,NÜRNBERGER VERSICHERUNGSCUP 2018 - NÜRNBERG,International,Clay,O,GERMANY,1,Q,6-4 6-4,,319112,,,Nadia Podoroska,ARG,316772,,7,Chantal Skamlova,SVK
WTA,RS012,2018-05-20,1068,NÜRNBERGER VERSICHERUNGSCUP 2018 - NÜRNBERG,International,Clay,O,GERMANY,2,Q,7-6(3) 6-3,,319112,,,Nadia Podoroska,ARG,318487,,5,Tereza Smitkova,CZE
WTA,LS022,2018-05-21,1068,NÜRNBERGER VERSICHERUNGSCUP 2018 - NÜRNBERG,International,Clay,O,GERMANY,1,M,6-2 6-3,,319112,Q,,Nadia Podoroska,ARG,312673,Q,,Kristina Kucova,SVK
WTA,LS011,2018-05-23,1068,NÜRNBERGER VERSICHERUNGSCUP 2018 - NÜRNBERG,International,Clay,O,GERMANY,2,M,7-6(6) 6-2,,310331,,,Kirsten Flipkens,BEL,319112,Q,,Nadia Podoroska,ARG
WTA,RS019,2019-02-23,1002,"Abierto Mexicano TELCEL presentado por HSBC - Acapulco, Mexico",International,Hard,O,MEXICO,1,Q,6-2 6-2,,316266,,12,Martina Trevisan,ITA,319112,,,Nadia Podoroska,ARG
WTA,RS017,2019-04-20,1051,"Porsche Tennis Grand Prix - Stuttgart, Germany",Premier,Clay,I,GERMANY,1,Q,6-1 6-1,,318494,,,Antonia Lottner,GER,315083,,,Paula Ormaechea,ARG
WTA,RS030,2019-04-27,1082,"J&T Banka Prague Open - Prague, Czech Republic",International,Clay,O,CZECH REPUBLIC,1,Q,6-3 6-2,,316550,,,Denisa Allertova,CZE,315083,,,Paula Ormaechea,ARG
WTA,RS025,2019-05-18,1068,"NÜRNBERGER VERSICHERUNGS CUP 2019 - NÜRNBERG, Germany",International,Clay,O,GERMANY,1,Q,6-4 6-2,,312269,,,Laura Ioana Paar,ROU,319112,,12,Nadia Podoroska,ARG
WTA,LS017,2019-05-20,1068,"NÜRNBERGER VERSICHERUNGS CUP 2019 - NÜRNBERG, Germany",International,Clay,O,GERMANY,1,M,6-3 3-6 6-2,,315365,,,Mona Barthel,GER,315083,,,Paula Ormaechea,ARG
WTA,LS027,2019-07-08,2003,"Swedish Open, Bastad Sweden",125K,Clay,O,SWEDEN,1,M,6-3 6-0,,320735,,3,Aliona Bolsova,ESP,315083,,,Paula Ormaechea,ARG
WTA,RS017,2019-07-13,1094,"Ladies Open Lausanne - Lausanne, Switzerland",International,Clay,O,SWITZERLAND,1,Q,6-4 5-7 7-5,,315083,,11,Paula Ormaechea,ARG,316481,,,Diana Marcinkevica,LAT
WTA,RS008,2019-07-14,1094,"Ladies Open Lausanne - Lausanne, Switzerland",International,Clay,O,SWITZERLAND,2,Q,6-2 6-1,,325601,,1,Anastasia Potapova,RUS,315083,,11,Paula Ormaechea,ARG
WTA,RS018,2019-07-21,2006,"Baltic Open - Jurmala, Latvia",International,Clay,O,LATVIA,1,Q,5-7 6-1 6-3,,315083,,2,Paula Ormaechea,ARG,319706,,,Dejana Radanovic,SRB
WTA,RS009,2019-07-22,2006,"Baltic Open - Jurmala, Latvia",International,Clay,O,LATVIA,2,Q,7-5 6-3,,315083,,2,Paula Ormaechea,ARG,316588,,8,Isabella Shinikova,BUL
WTA,LS026,2019-07-23,2006,"Baltic Open - Jurmala, Latvia",International,Clay,O,LATVIA,1,M,6-4 4-1 ret.,Retired,315083,Q,,Paula Ormaechea,ARG,312673,,,Kristina Kucova,SVK
WTA,LS013,2019-07-25,2006,"Baltic Open - Jurmala, Latvia",International,Clay,O,LATVIA,2,M,6-0 6-3,,319709,Q,,Nina Stojanovic,SRB,315083,Q,,Paula Ormaechea,ARG
WTA,RS018,2019-07-20,0466,"30^ Palermo Ladies Open - Palermo, Italy",International,Clay,O,ITALY,1,Q,6-1 6-0,,322222,,2,Liudmila Samsonova,RUS,319112,,,Nadia Podoroska,ARG
WTA,LS057,2019-11-12,2001,"Oracle Challenger Series - Houston, TX, USA",125K,Hard,O,"USA, TX",1,M,6-4 6-1,,314545,,,Irina Falconi,USA,319112,,,Nadia Podoroska,ARG
WTA,LS046,2020-01-28,1102,"Oracle Challenger Series - Newport Beach, CA, USA",125K,Hard,O,"UNITED STATES, CA",1,M,6-3 6-2,,319112,,,Nadia Podoroska,ARG,316674,,,Gabriela Ce,BRA
WTA,LS023,2020-01-29,1102,"Oracle Challenger Series - Newport Beach, CA, USA",125K,Hard,O,"UNITED STATES, CA",2,M,6-3 4-6 6-4,,319112,,,Nadia Podoroska,ARG,324188,,7,Francesca Di Lorenzo,USA
WTA,LS011,2020-01-30,1102,"Oracle Challenger Series - Newport Beach, CA, USA",125K,Hard,O,"UNITED STATES, CA",3,M,6-0 3-6 6-3,,319112,,,Nadia Podoroska,ARG,314793,,11,Veronica Cepede Royg,PAR
